s.no,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index 
9047,49,General Petite,Tops,Fine gauge,909,Gorgeous!,"I have nothing but positive comments to say about this sweater. i'm 5'6, 130 pounds and i got a medium because my shoulders are a bit wide and my sweater fits me just as it does the model. it's not bulky but it is very warm, and the colors are out of this world! a very high quality and unusual piece that will be in my wardrobe for many years.",0,5,1
541,36,General Petite,Bottoms,Jeans,1026,,"I really wanted the dark grey, but it has been sold out in my size for many months. i finally ended up with the navy. i think they are much cuter in person, the color nicer also. i think the cuffs have been folded under in some of the pictures of the models making the shape look just a tad odd. i got my usual size, and the fit was perfect. they stretch just enough. i would get the second pair in a heartbeat.",0,5,1
10273,39,General Petite,Tops,Fine gauge,903,Too short in length and boxy for me,Just not my style. it is light and the color is lovely and summery. but the cut of the sweater just did not work at all for me. and it wasn't overly soft - though that wouldn't have mattered if it fit me better.,2,4,1
17286,52,General,Tops,Knits,872,Super soft tank,"I bought this tank to wear with the pilcro linen wide leg pants in navy. what a great outfit! this tank is very flowy, but not overly large, and hangs beautifully over pants. it's casual, yet can be worn under a nice sweater or jacket and look great. i bought the white and had no issues with transparency when i wore a nude colored bra. i bought it in s and could've gone with an xs but didn't want it to be tight. i'm going back to my local retailer store today to buy it in at least one other color.",0,5,1
18911,61,General,Bottoms,Skirts,998,Wowza,This is a beautiful skirt that is extremely well made.,0,5,1
4985,30,General,Tops,Fine gauge,895,Cute!!,"I am going to disagree with reviewers who say this runs small. i found it very short and wide. that being said, it is meant to be cropped. i ordered a size small and it fit perfectly, albeit a little short. for reference, i am usually a size 6/medium in retailer shirts and dresses.",0,5,1
20308,22,General Petite,Dresses,Dresses,1099,,"Cute but not sure it's worth the price point. i might reach for it in sale, and while it was cute on, i just don't spend that much on a daytime casual dress. i'm sure you could dress it up with heels or something but there's something about this dress that screams casual daytime. still very pretty and flattering! i loved the neckline and detailing there",0,5,1
19366,33,General Petite,Dresses,Dresses,1072,Beautiful dress - runs huge!,"I fell in love with this dress online and went to try on in the store. i'm 5'6, 128 lbs with some boobs, usually a s or size 4. i tried on the s and xs, and ended up buying the xs - and i've never worn an xs in my life. it is long and loose, hanging right at my knees. the body is roomy, and i am thinking of having it taken in a couple of inches at the waist. there is pleating in the front that begins just below my natural waist and extends out to the hips, plus pockets (!!!). the sleeves are lon",14,5,1
9205,52,General,Tops,Blouses,823,,"Very comfortable, material is good, cut out on sleeves flattering",0,5,1
4689,28,General,Dresses,Dresses,1094,I got lost in this dress,"I was very excited when this dress arrived in the mail. the fabric is so comfortable, but the print was overwhelming. it is also very tight on the top and i got lost in the fabric at the bottom. i had to return it.",0,3,0
871,47,General,Tops,Sweaters,949,Super scratchy,"This over-sized sweater is light-weight and scratchy. i knew it would fit big, but the neck is overly bulky. the color is a bright blue as depicted in the picture. fits a little larger (on me) than on the model. i'm petite so it overwhelmed me.",0,2,0
20704,30,General Petite,Dresses,Dresses,1099,Love,I love the length of the dress and the fun swing the skirt has. the print is wonderful.,1,5,1
5561,38,General,Tops,Sweaters,927,Soft but a bit maternity,"The blue is a beautiful color, rather unique and it is really soft being cashmere. although, for the price i do feel it should of been a bit more ""special"". i also feel it's loose lower half feels a bit maternity. all that being said i do like the overall sweater and am keeping it as the color and feel win.",8,4,1
19025,56,General,Bottoms,Jeans,1028,Disappointed,"I had high hopes for these as coh is my favorite brand of denim, and these crops were made specifically for petites. also, i was happy to see they were described as a straight jean, not a skinny. the fit and sizing seems to be a little off. i ordered my regular size in this brand, 27p, but they were too big. sized down to a 26p. they were still too large in the waist (seemed very stretchy) but fit well in the legs. i like the fact that these crops were made for petites so the length was perfect,",6,3,1
20024,52,General,Tops,Sweaters,949,Soft and easy,Love this sweater and it is so soft and cozy cause it has a little wool in it...not scratchy at all.  5'4 138# usually wear size 6.  i got a small regular (not petite).  looks great with leggings and skirts not to long for a shorty like me.,0,5,1
11535,41,General,Bottoms,Pants,1056,Love these!,"I really love this pair of fitted cargos. i'm 5""1, 103 pounds and bought a 25p since that what i take in most jeans at retailer. it is quite fitted like it shows on the model so some may prefer to size down for a comfortable fit. i bought the grey color and is a lovely neutral color. love these and may have to go for another color!",3,5,1
9243,38,General Petite,Tops,Blouses,851,Gorgeous blouse,"This is a stunning blouse! you can't tell from the photo, but it looks very 1930-1940's. i am so happy with this blouse, it is gorgeous. i'm an xl, and purchased this blouse in xl and it fits wonderfully. it fits nice and flowy and i feel i don't need a cam underneath. i highly recommend it!",0,5,1
16308,27,General,Bottoms,Pants,1059,So so comfortable !,This is a super cute jumpsuit that is also super comfortable. the only thing i wish was different on this jumpsuit is that the pants would go all the way to the ground. but it is still super cute and a keeper !,0,5,1
3577,35,General Petite,Dresses,Dresses,1081,Ewwww!!!,"I thought this dress looked so cute and comfortable and was excited to try it on, and i was majorly disappointed. it was incredibly unflattering, in every way. as a few of the other reviewers mentioned, if you have any sort of bust the dress will not hang nicely, the waist band was too high up and made me look pregnant. i'm 5'2 and curvy and usually take a lg in retailer, but this...ewww! i will say the color and material are gorgeous, but i'm guessing this is the type of dress that would look bes",7,1,0
11587,56,General Petite,Dresses,Dresses,1084,"Pretty, femine","I really like the dress, the material, the print and the pleated skirt are totally fun. however, the neckline is a bit to low, and a cami is necessary, at least for me. the material is very sheer, which will be noted on the sleeves and the lower skirt where the liner falls short ( about 4 inches above the knee).the main draw back i personally have with this dress is taking it off. there are no zippers or buttons. getting it on is easy, not so when taking it off!",3,3,1
